Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,L,M,temp_diff,TorqueSpeed,Torque_per_rpm,Air temperature [K]_zscore_abs,Process temperature [K]_zscore_abs,Rotational speed [rpm]_zscore_abs,Torque [Nm]_zscore_abs,Tool wear [min]_zscore_abs,Tool_wear_bin,TempDiff_x_ToolWear,anomaly_score,anomaly_flag
L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,True,False,10.900000000000034,54129.6,0.023677248677248675,0.8023612210287584,0.47552990987912647,0.14935011308967688,0.41999577036299474,1.4131208216813205,low,196.2000000000006,0.19790829887468991,0
M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,False,True,10.899999999999977,72142.8,0.03114323258869908,0.752367687290282,0.4081323944475586,0.09357271716955534,0.743619147610103,1.3817010304242734,low,217.99999999999955,0.16761902753678082,0
M,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,False,True,10.800000000000011,51357.0,0.019690402476780187,0.752367687290282,0.47552990987912647,0.42515706488757504,0.8212422938019935,1.3345713435387028,low,248.40000000000026,0.1798101895711965,0
L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,True,False,10.699999999999989,67378.5,0.032091097308488616,0.7023741535518057,0.47552990987912647,0.5007477073864426,0.6533386798363283,1.2874416566531321,low,278.1999999999997,0.19764666306026152,0
L,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,True,False,10.799999999999955,72982.5,0.04220532319391635,0.7023741535518057,0.4081323944475586,1.2481648127160714,1.5561433575740764,1.256021865396085,low,302.3999999999987,0.11785631224808857,0
M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,False,True,10.799999999999955,60211.5,0.028054607508532423,0.7023741535518057,0.4081323944475586,0.41150387391424814,0.11165587319367958,1.224602074139038,low,323.99999999999864,0.20988978694797888,0
M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,False,True,10.899999999999977,60793.2,0.03084045584045584,0.7023741535518057,0.34073487901595245,0.7517459890269896,0.3323414610851287,1.1774723872534674,low,359.69999999999925,0.20087938968852698,0
L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,True,False,10.899999999999977,69305.59999999999,0.028959276018099545,0.7023741535518057,0.34073487901595245,0.04587077263074852,0.48280890737475335,1.1303427003678967,low,392.3999999999992,0.19034500849763958,0
M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,False,True,10.899999999999977,64740.4,0.03183730715287517,0.7023741535518057,0.34073487901595245,0.6290357180027222,0.5429958858906034,1.0989229091108497,low,414.19999999999914,0.20347252783135772,0
L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,True,False,10.899999999999977,52246.0,0.01745664739884393,0.7023741535518057,0.34073487901595245,1.0665971179689728,0.9817409031775933,1.051793222225279,low,446.89999999999907,0.15440863752691647,0
L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,True,False,10.899999999999977,58359.600000000006,0.02435400516795866,0.752367687290282,0.4081323944475586,0.05144851222276068,0.22940367172946957,1.020373430968232,low,468.699999999999,0.2056427309749414,0
L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,True,False,10.899999999999977,60983.4,0.02649967040210943,0.752367687290282,0.4081323944475586,0.12146141512961611,0.021375405419904906,0.988953639711185,low,490.499999999999,0.21041223755666838,0
L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,True,False,10.899999999999977,49429.1,0.017368109069353883,0.7023741535518057,0.34073487901595245,0.8267543155124502,1.072021370951368,0.9575338484541379,low,512.2999999999989,0.16933058832979003,0
L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,True,False,11.0,43797.6,0.014499424626006905,0.752367687290282,0.34073487901595245,1.11121903470507,1.4832990574763423,0.9261140571970908,low,539.0,0.1365191859763062,0
H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,False,False,11.0,53373.6,0.023346560846560845,0.8023612210287584,0.4081323944475586,0.14935011308967688,0.47015158579286964,0.8946942659400438,low,561.0,0.19912976374736974,0
M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,False,True,10.899999999999977,66475.5,0.03567765567765568,0.752367687290282,0.4081323944475586,0.9692778331154636,0.8740242677277781,0.816144787797426,low,610.3999999999987,0.18481289842530457,0
H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,False,False,10.899999999999977,42231.0,0.0104425658876181,0.752367687290282,0.4081323944475586,2.6339419433243885,1.9046079070872914,0.7690151009118555,low,643.0999999999987,0.07020406161733328,0
L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,True,False,10.900000000000034,49845.600000000006,0.015282392026578074,0.8023612210287584,0.47552990987912647,1.4905053269618966,1.2425511434129426,0.6904656227692378,med,697.6000000000022,0.126619990315457,0
L,298.4,309.3,1716,28.4,66,0,0,0,0,0,0,True,False,10.900000000000034,48734.399999999994,0.01655011655011655,0.8023612210287584,0.47552990987912647,0.9885087636808026,1.1623018387251431,0.6590458315121908,med,719.4000000000023,0.15316575906045615,0
M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0,False,True,11.0,40483.8,0.014585834333733495,0.8023612210287584,0.4081323944475586,0.7096217840801949,1.573579525250117,0.6276260402551437,med,748.0,0.12337361127763585,0
L,298.5,309.4,1578,36.3,71,0,0,0,0,0,0,True,False,10.899999999999977,57281.399999999994,0.02300380228136882,0.752367687290282,0.4081323944475586,0.21878069998312533,0.36983995493311983,0.5804963533695731,med,773.8999999999984,0.20296133804219102,0
L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,True,False,11.0,57957.600000000006,0.02387676508344031,0.8523547547672063,0.47552990987912647,0.10722590814288223,0.2795594871593445,0.549076562112526,med,803.0,0.21064041004828454,0
L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0,True,False,10.899999999999977,66248.0,0.03125,0.8523547547672063,0.5429274253107327,0.46170353024235755,0.5530270489765785,0.5176567708554789,med,817.4999999999983,0.21196225753136028,0
M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,False,True,10.900000000000034,71393.0,0.033630748112560054,0.9023482885056827,0.6103249407423005,0.45612579065034536,0.9041177569857027,0.4862369795984319,med,839.3000000000027,0.18307438326536696,0
L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0,True,False,10.900000000000034,65281.5,0.030334014996591684,0.9023482885056827,0.6103249407423005,0.4003483947302238,0.4527154181168287,0.43910729271286125,med,872.0000000000027,0.2148816117504186,0
M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,False,True,10.899999999999977,63450.200000000004,0.022998193859121014,0.9523418222441307,0.6777224561739067,0.6817330861201342,0.17924785629959467,0.40768750145581417,med,893.7999999999981,0.17378465881655003,0
L,298.1,309.0,1592,33.9,85,0,0,0,0,0,0,True,False,10.899999999999977,53968.799999999996,0.021293969849246232,0.9523418222441307,0.6777224561739067,0.2968690542712955,0.6105878689965192,0.36055781457024355,med,926.4999999999981,0.1947602230347632,0
L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0,True,False,10.800000000000011,59371.200000000004,0.02330827067669173,0.9023482885056827,0.6777224561739067,0.3191800126393441,0.2795594871593445,0.32913802331319647,med,939.600000000001,0.20114817172750643,0
L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0,True,False,10.800000000000011,60453.4,0.027266621893888517,0.9023482885056827,0.6777224561739067,0.2776381237059564,0.06150005776380468,0.29771823205614945,med,961.200000000001,0.21723199691748568,0
L,298.3,309.0,1471,48.3,91,0,0,0,0,0,0,True,False,10.699999999999989,71049.3,0.03283480625424881,0.8523547547672063,0.6777224561739067,0.37803743636217524,0.8338996153838777,0.26629844079910236,med,973.6999999999989,0.19433707662047406,0
M,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,False,True,10.699999999999989,62156.49999999999,0.027441860465116277,0.8523547547672063,0.6777224561739067,0.18839429023376197,0.13171819936562912,0.23487864954205528,med,995.099999999999,0.22100881700016217,0
L,298.3,309.0,1519,40.0,96,0,0,0,0,0,0,True,False,10.699999999999989,60760.0,0.026333113890717578,0.8523547547672063,0.6777224561739067,0.11030593594559181,0.001313079247954664,0.18774896265648466,med,1027.199999999999,0.21443510804628346,0
L,298.3,309.0,1408,45.4,98,0,0,0,0,0,0,True,False,10.699999999999989,63923.2,0.03224431818181818,0.8523547547672063,0.6777224561739067,0.729435030658941,0.5429958858906034,0.1563291713994376,med,1048.599999999999,0.21059442095574332,0
L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0,True,False,10.699999999999989,59140.799999999996,0.03333333333333333,0.9023482885056827,0.7451199716055128,1.1533432396518648,0.4426842550308536,0.12490938014239053,med,1069.9999999999989,0.17471560501915173,0
L,298.1,308.9,1351,52.4,102,0,0,0,0,0,0,True,False,10.799999999999955,70792.4,0.038786084381939305,0.9523418222441307,0.7451199716055128,1.0473661874036337,1.245177301908852,0.09348958888534346,med,1101.5999999999954,0.15478854565629818,0
L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,True,False,10.899999999999977,55050.00000000001,0.024466666666666668,1.002335355982607,0.7451199716055128,0.21628298819382274,0.3297153025892194,0.06206979762829638,med,1133.5999999999976,0.20739589066562458,0
M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,False,True,10.699999999999989,49549.799999999996,0.019021065675340766,1.002335355982607,0.8799150024686869,0.41957932529556285,0.9315850877477184,0.030650006371249313,med,1134.199999999999,0.18487277735849467,0
L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0,True,False,10.800000000000011,54348.5,0.024513096037609133,1.002335355982607,0.8125174870370807,0.2776381237059564,0.3497776287611696,0.016479680514321294,med,1177.2000000000012,0.20978164722191944,0
M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0,False,True,10.800000000000011,46576.600000000006,0.015191319246145061,1.0523288897210834,0.8799150024686869,1.1837296494012282,1.3428627742726924,0.047899471771368364,med,1198.8000000000013,0.1486284852986206,0
L,298.0,308.7,1511,45.8,114,0,0,0,0,0,0,True,False,10.699999999999989,69203.8,0.03031105228325612,1.002335355982607,0.8799150024686869,0.15492785268168904,0.5831205382345032,0.09502915865693898,med,1219.7999999999988,0.2029909663311787,0
L,297.9,308.6,1691,29.6,116,0,0,0,0,0,0,True,False,10.700000000000045,50053.600000000006,0.017504435245416915,1.0523288897210834,0.9473125179002547,0.8490652738804988,1.041927881693443,0.12644894991398603,med,1241.2000000000053,0.16718133756362513,0
L,297.9,308.6,1757,27.5,118,0,0,0,0,0,0,True,False,10.700000000000045,48317.5,0.015651678998292545,1.0523288897210834,0.9473125179002547,1.217196086953301,1.2525823064989177,0.1578687411710331,med,1262.6000000000054,0.15282247752819184,0
H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0,False,False,10.800000000000011,55465.5,0.023236245954692557,1.0523288897210834,0.8799150024686869,0.034715293446724214,0.4099646072770196,0.1892885324280802,med,1296.0000000000014,0.20723339476737307,0
L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,True,False,10.700000000000045,35513.4,0.006940760389036251,1.0523288897210834,0.9473125179002547,4.033954580919439,2.4362595506439653,0.26783801057069784,med,1337.5000000000057,-0.027312484982135454,1
M,297.7,308.5,1559,35.2,127,0,0,0,0,0,0,False,True,10.800000000000011,54876.8,0.02257857601026299,1.1523159571980077,1.0147100333318608,0.11280364773489437,0.48018274887884405,0.2992578018277449,med,1371.6000000000015,0.20427465645478698,0
L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0,True,False,10.799999999999955,52682.399999999994,0.01992619926199262,1.2023094909364556,1.082107548763467,0.4865122003997087,0.7610553152861439,0.34638748871331554,med,1403.999999999994,0.1880028701647679,0
L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,True,False,10.699999999999989,76753.59999999999,0.03785112359550562,1.2023094909364556,1.1495050641950348,0.6401911971867464,1.3956447481984766,0.3778072799703626,med,1412.3999999999985,0.1351585753820252,0
M,297.6,308.3,1648,29.1,134,0,0,0,0,0,0,False,True,10.699999999999989,47956.8,0.017657766990291264,1.2023094909364556,1.1495050641950348,0.6092224714239761,1.0920836971233179,0.4092270712274097,med,1433.7999999999984,0.15978765744274198,0
L,297.6,308.3,1523,39.5,137,0,0,0,0,0,0,True,False,10.699999999999989,60158.5,0.025935653315824033,1.2023094909364556,1.1495050641950348,0.08799497757754318,0.048842736181920234,0.4563567581129803,med,1465.8999999999985,0.19997159361943873,0
L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0,True,False,10.699999999999989,64886.4,0.028761651131824235,1.2023094909364556,1.1495050641950348,0.20512750900979843,0.3223102979991543,0.48777654937002735,med,1487.2999999999984,0.2012604266289842,0
L,297.5,308.2,1489,40.7,141,0,0,0,0,0,0,True,False,10.699999999999989,60602.3,0.027333781061114844,1.2523030246749318,1.216902579626641,0.2776381237059564,0.07153122084977981,0.5191963406270744,high,1508.6999999999985,0.20505357451865036,0
M,297.4,308.1,1620,31.2,143,0,0,0,0,0,0,False,True,10.700000000000045,50544.0,0.019259259259259257,1.3022965584134083,1.2843000950582089,0.4530457628476358,0.8814292723178435,0.5506161318841215,high,1530.1000000000065,0.17645952165056938,0
L,297.5,308.1,1631,30.6,146,0,0,0,0,0,0,True,False,10.600000000000023,49908.600000000006,0.0187614960147149,1.2523030246749318,1.2843000950582089,0.5144008983597695,0.9416162508336933,0.5977458187696921,high,1547.6000000000033,0.1742861775173929,0
M,297.5,308.0,1429,45.8,148,0,0,0,0,0,0,False,True,10.5,65448.2,0.032050384884534634,1.2523030246749318,1.351697610489815,0.6123024992266857,0.5831205382345032,0.6291656100267392,high,1554.0,0.1849917197790502,0
M,297.5,308.1,1334,72.0,151,1,0,0,1,0,0,False,True,10.600000000000023,96048.0,0.053973013493253376,1.2523030246749318,1.2843000950582089,1.1421877604678403,3.211285266759948,0.6762952969123098,high,1600.6000000000035,-0.008154022217893853,1
L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,True,False,10.600000000000023,54074.0,0.026704146170063246,1.3022965584134083,1.351697610489815,0.6457689367787587,0.19931018247154492,0.7234249837978804,high,1632.4000000000035,0.17260480321090843,0
L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0,True,False,10.5,66303.0,0.03431654676258993,1.3022965584134083,1.4190951259214213,0.8298343433151597,0.7737126368680284,0.7548447750549274,high,1638.0,0.17665934895320107,0
M,297.4,307.9,1338,48.5,158,0,0,0,0,0,0,False,True,10.5,64893.0,0.03624813153961136,1.3022965584134083,1.4190951259214213,1.1198768020997918,0.8539619415558278,0.7862645663119745,high,1659.0,0.15569661994770423,0
H,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,False,False,10.599999999999966,54787.5,0.02566735112936345,1.3522900921518561,1.4190951259214213,0.4338148322822968,0.24946599790141982,0.8333942531975451,high,1706.5999999999945,0.17390628757022392,0
M,297.4,307.9,1627,34.3,166,0,0,0,0,0,0,False,True,10.5,55806.1,0.02108174554394591,1.3022965584134083,1.4190951259214213,0.4920899399917209,0.5704632166526195,0.9119437313401628,high,1743.0,0.16962116198048655,0
L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0,True,False,10.5,61494.0,0.032057761732851985,1.3522900921518561,1.486492641352989,0.8577230412752205,0.4426842550308536,0.9590734182257334,high,1774.5,0.16429439590446215,0
M,297.3,307.8,1538,48.0,171,0,0,0,0,0,0,False,True,10.5,73824.0,0.031209362808842653,1.3522900921518561,1.486492641352989,0.004328883697360868,0.803806126125953,0.9904932094827805,high,1795.5,0.1387910259320772,0
L,297.4,307.9,1557,35.5,174,0,0,0,0,0,0,True,False,10.5,55273.5,0.022800256904303148,1.3022965584134083,1.4190951259214213,0.10164816855087007,0.4500892596209194,1.0376228963683511,high,1827.0,0.1736536539466481,0
L,297.4,307.9,1606,33.4,176,0,0,0,0,0,0,True,False,10.5,53640.399999999994,0.02079701120797011,1.3022965584134083,1.4190951259214213,0.37495740855946563,0.6607436844263941,1.0690426876253982,high,1848.0,0.16764925415495147,0
M,297.5,308.0,1430,44.5,178,0,0,0,0,0,0,False,True,10.5,63635.0,0.031118881118881118,1.2523030246749318,1.351697610489815,0.6067247596346735,0.4527154181168287,1.1004624788824453,high,1869.0,0.18411011914360287,0
M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0,False,True,10.600000000000023,55394.600000000006,0.021611492816989382,1.3022965584134083,1.351697610489815,0.34706871059940486,0.540369727394694,1.147592165768016,high,1918.600000000004,0.17470283680781173,0
L,297.4,308.0,1356,51.9,184,0,0,0,0,0,0,True,False,10.600000000000023,70376.4,0.03827433628318584,1.3022965584134083,1.351697610489815,1.019477489443573,1.195021486478977,1.1947218526535865,high,1950.4000000000042,0.1313592623805609,0
M,297.5,308.2,1624,30.9,186,0,0,0,0,0,0,False,True,10.699999999999989,50181.6,0.019027093596059114,1.2523030246749318,1.216902579626641,0.47535672121568445,0.9115227615757686,1.2261416439106336,high,1990.199999999998,0.1725159227900352,0
L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0,True,False,10.699999999999989,74975.5,0.042577241899020346,1.2523030246749318,1.216902579626641,1.1812319376119256,1.6564549884338262,1.2732713307962042,high,2022.299999999998,0.08838335679346432,0
L,297.6,308.3,1410,47.0,191,0,0,0,0,0,0,True,False,10.699999999999989,66270.0,0.03333333333333333,1.2023094909364556,1.1495050641950348,0.7182795514749166,0.7034944952662032,1.3046911220532513,high,2043.6999999999978,0.1793607299244387,0
L,297.6,308.3,1478,42.3,193,0,0,0,0,0,0,True,False,10.699999999999989,62519.399999999994,0.028619756427604868,1.2023094909364556,1.1495050641950348,0.33899325921809015,0.2320298302253789,1.3361109133102982,high,2065.0999999999976,0.1923036835269215,0
L,297.6,308.4,1460,40.3,195,0,0,0,0,0,0,True,False,10.799999999999955,58837.99999999999,0.027602739726027396,1.2023094909364556,1.082107548763467,0.4393925718743089,0.03140656850587931,1.3675307045673453,high,2105.999999999991,0.18774975356303686,0
L,297.5,308.3,1435,40.3,197,0,0,0,0,0,0,True,False,10.800000000000011,57830.49999999999,0.02808362369337979,1.2523030246749318,1.1495050641950348,0.5788360616746128,0.03140656850587931,1.3989504958243923,high,2127.600000000002,0.17731886148667497,0
H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,False,False,10.800000000000011,63737.1,0.03451066961000736,1.3022965584134083,1.216902579626641,1.0027442706675365,0.693463332180228,1.4303702870814394,high,2149.200000000002,0.16103584822161526,0
L,297.4,308.1,1729,31.7,204,0,0,0,0,0,0,True,False,10.700000000000045,54809.299999999996,0.0183342972816657,1.3022965584134083,1.2843000950582089,1.0610193783769606,0.8312734568879687,1.5089197652240571,high,2182.8000000000093,0.12653008050516368,0
H,297.3,308.0,1384,49.1,206,0,0,0,0,0,0,False,False,10.699999999999989,67954.40000000001,0.03547687861271676,1.3522900921518561,1.351697610489815,0.8633007808672327,0.9141489200716779,1.5403395564811042,high,2204.1999999999975,0.14761019761327077,0
L,297.4,308.2,1297,52.1,211,0,0,0,0,0,0,True,False,10.800000000000011,67573.7,0.04016962220508867,1.3022965584134083,1.216902579626641,1.3485641253722902,1.2150838126509274,1.618889034623722,high,2278.8000000000025,0.08974671597516848,0
